order_id,customer_id,order_date,channel,store_city,product_id,product_name,category,product_type,quantity,unit_price,line_total,discount_pct
ORD-12239,C0784,2024-01-12,in-store,Austin,P030,Bookcase 5-Tier,Furniture,product,1,189.99,189.99,0
ORD-12239,C0784,2024-01-12,in-store,Austin,P059,Woven Storage Basket Set (4),Storage,product,3,54.99,164.97,0
ORD-12240,C1589,2024-01-15,in-store,Chicago,P059,Woven Storage Basket Set (4),Storage,product,1,54.99,54.99,0
ORD-12240,C1589,2024-01-15,in-store,Chicago,P022,Ceramic Soap Dispenser Set,Bedding & Bath,product,2,24.99,49.98,0
ORD-12240,C1589,2024-01-15,in-store,Chicago,P016,Down Comforter (Queen),Bedding & Bath,product,2,199.99,399.98,0
ORD-12241,C0326,2024-01-02,in-store,Portland,P043,Oversized Wall Mirror,Decor,product,1,179.99,179.99,0
ORD-12241,C0326,2024-01-02,in-store,Portland,P023,Mid-Century Dining Table,Furniture,product,2,599.99,1199.98,0
ORD-12242,C0622,2024-01-10,in-store,Denver,P034,Ceramic Floor Lamp,Lighting,product,1,149.99,149.99,0
ORD-12243,C1472,2024-01-03,online,,P015,Microfiber Sheet Set (Full),Bedding & Bath,product,1,49.99,49.99,0
ORD-12243,C1472,2024-01-03,online,,P045,Dried Floral Arrangement,Decor,product,2,44.99,89.98,0
ORD-12243,C1472,2024-01-03,online,,P018,Memory Foam Pillow (2-pack),Bedding & Bath,product,1,69.99,69.99,0
ORD-12244,C0747,2024-01-02,online,,P051,Teak Outdoor Dining Set (5pc),Outdoor & Garden,product,1,899.99,899.99,0
ORD-12244,C0747,2024-01-02,online,,P007,Handblown Tumbler Set (6),Kitchen & Dining,product,2,54.99,109.98,0
ORD-12244,C0747,2024-01-02,online,,P063,Kitchen Drawer Organizer Set,Storage,product,1,34.99,34.99,0
ORD-12244,C0747,2024-01-02,online,,P002,Stainless Steel Pot Set (5pc),Kitchen & Dining,product,2,189.99,379.98,0
ORD-12244,C0747,2024-01-02,online,,P005,Stoneware Bowl Set (6),Kitchen & Dining,product,1,44.99,44.99,0
ORD-12245,C1070,2024-01-07,online,,P006,Crystal Wine Glass Set (4),Kitchen & Dining,product,1,64.99,58.49,10
ORD-12245,C1070,2024-01-07,online,,P050,Decorative Bookends (pair),Decor,product,1,34.99,31.49,10
ORD-12246,C1996,2024-01-11,in-store,Chicago,P005,Stoneware Bowl Set (6),Kitchen & Dining,product,2,44.99,89.98,0
ORD-12246,C1996,2024-01-11,in-store,Chicago,P038,Soy Candle Collection (3),Lighting,product,1,39.99,39.99,0
ORD-12246,C1996,2024-01-11,in-store,Chicago,P008,Bamboo Cutting Board,Kitchen & Dining,product,3,29.99,89.97,0
ORD-12247,C0341,2024-01-27,online,,P045,Dried Floral Arrangement,Decor,product,2,44.99,76.48,15
ORD-12247,C0341,2024-01-27,online,,P048,Throw Pillow Set (2),Decor,product,1,44.99,38.24,15
ORD-12247,C0341,2024-01-27,online,,P007,Handblown Tumbler Set (6),Kitchen & Dining,product,1,54.99,46.74,15
ORD-12248,C1930,2024-01-17,in-store,New York,P039,Beeswax Taper Candles (12),Lighting,product,1,29.99,29.99,0
ORD-12249,C0743,2024-01-18,online,,P001,"Cast Iron Skillet 12""",Kitchen & Dining,product,2,49.99,99.98,0
ORD-12249,C0743,2024-01-18,online,,P050,Decorative Bookends (pair),Decor,product,1,34.99,34.99,0
ORD-12249,C0743,2024-01-18,online,,P002,Stainless Steel Pot Set (5pc),Kitchen & Dining,product,1,189.99,189.99,0
ORD-12250,C1040,2024-01-19,in-store,Denver,P024,Farmhouse Coffee Table,Furniture,product,1,349.99,349.99,0
ORD-12250,C1040,2024-01-19,in-store,Denver,P003,Non-Stick Frying Pan,Kitchen & Dining,product,1,34.99,34.99,0
ORD-12251,C0154,2024-01-18,online,,P014,Linen Sheet Set (King),Bedding & Bath,product,1,179.99,152.99,15
ORD-12251,C0154,2024-01-18,online,,P024,Farmhouse Coffee Table,Furniture,product,1,349.99,297.49,15
ORD-12252,C1247,2024-01-09,in-store,New York,S008,Delivery & Assembly — Premium,Services,service,1,149.00,149.00,0
ORD-12252,C1247,2024-01-09,in-store,New York,P047,Jute Runner 2x8,Decor,product,1,79.99,79.99,0
ORD-12253,C0043,2024-01-15,online,,P048,Throw Pillow Set (2),Decor,product,1,44.99,44.99,0
ORD-12253,C0043,2024-01-15,online,,P020,Waffle Weave Hand Towels (6),Bedding & Bath,product,1,34.99,34.99,0
ORD-12254,C0762,2024-01-15,online,,P008,Bamboo Cutting Board,Kitchen & Dining,product,1,29.99,26.99,10
ORD-12254,C0762,2024-01-15,online,,P044,Ceramic Vase Collection (3),Decor,product,2,59.99,107.98,10
ORD-12254,C0762,2024-01-15,online,,P037,Brass Wall Sconce (pair),Lighting,product,3,109.99,296.97,10
ORD-12255,C0265,2024-01-11,in-store,Denver,P033,Brass Table Lamp,Lighting,product,1,89.99,89.99,0
ORD-12256,C1819,2024-01-18,in-store,Austin,P064,Stackable Pantry Bins (6),Storage,product,1,44.99,40.49,10
ORD-12257,C1753,2024-01-15,online,,P007,Handblown Tumbler Set (6),Kitchen & Dining,product,1,54.99,54.99,0
ORD-12257,C1753,2024-01-15,online,,S003,Full Room Design Package,Services,service,1,499.00,499.00,0
ORD-12258,C0104,2024-01-12,online,,P039,Beeswax Taper Candles (12),Lighting,product,1,29.99,29.99,0
ORD-12258,C0104,2024-01-12,online,,P014,Linen Sheet Set (King),Bedding & Bath,product,1,179.99,179.99,0
ORD-12258,C0104,2024-01-12,online,,P027,Rattan Accent Chair,Furniture,product,2,249.99,499.98,0
ORD-12259,C0496,2024-01-27,online,,P044,Ceramic Vase Collection (3),Decor,product,1,59.99,59.99,0
ORD-12260,C1247,2024-01-11,in-store,Portland,P004,Ceramic Dinner Plate Set (4),Kitchen & Dining,product,1,59.99,53.99,10
ORD-12260,C1247,2024-01-11,in-store,Portland,P045,Dried Floral Arrangement,Decor,product,2,44.99,80.98,10
ORD-12260,C1247,2024-01-11,in-store,Portland,P042,Gallery Frame Set (5),Decor,product,1,49.99,44.99,10
ORD-12261,C1576,2024-01-21,in-store,Miami,P009,Chef Knife Set (3pc),Kitchen & Dining,product,1,129.99,116.99,10
ORD-12262,C0281,2024-01-15,online,,P018,Memory Foam Pillow (2-pack),Bedding & Bath,product,1,69.99,69.99,0
ORD-12262,C0281,2024-01-15,online,,P066,Bathroom Shelf Unit,Storage,product,2,69.99,139.98,0
ORD-12262,C0281,2024-01-15,online,,P006,Crystal Wine Glass Set (4),Kitchen & Dining,product,1,64.99,64.99,0
ORD-12262,C0281,2024-01-15,online,,P038,Soy Candle Collection (3),Lighting,product,1,39.99,39.99,0
ORD-12262,C0281,2024-01-15,online,,P036,Industrial Chandelier,Lighting,product,1,249.99,249.99,0
ORD-12263,C0048,2024-01-13,online,,P031,Writing Desk,Furniture,product,1,279.99,251.99,10
ORD-12263,C0048,2024-01-13,online,,P047,Jute Runner 2x8,Decor,product,2,79.99,143.98,10
ORD-12264,C1990,2024-01-08,online,,P010,Wooden Serving Tray,Kitchen & Dining,product,1,39.99,39.99,0
ORD-12264,C1990,2024-01-08,online,,P060,Seagrass Basket Large,Storage,product,1,39.99,39.99,0
ORD-12264,C1990,2024-01-08,online,,P061,Modular Closet System,Storage,product,3,299.99,899.97,0
ORD-12265,C1181,2024-01-25,in-store,Nashville,P049,Chunky Knit Throw Blanket,Decor,product,1,69.99,69.99,0
ORD-12266,C1749,2024-01-13,in-store,Nashville,P024,Farmhouse Coffee Table,Furniture,product,1,349.99,349.99,0
ORD-12266,C1749,2024-01-13,in-store,Nashville,P053,Outdoor Umbrella 9ft,Outdoor & Garden,product,2,129.99,259.98,0
ORD-12267,C0806,2024-01-05,online,,P039,Beeswax Taper Candles (12),Lighting,product,1,29.99,28.49,5
ORD-12267,C0806,2024-01-05,online,,P017,Weighted Blanket 15lb,Bedding & Bath,product,1,89.99,85.49,5
ORD-12268,C1470,2024-01-02,in-store,Nashville,P045,Dried Floral Arrangement,Decor,product,1,44.99,42.74,5
ORD-12268,C1470,2024-01-02,in-store,Nashville,P025,Marble Side Table,Furniture,product,1,199.99,189.99,5
ORD-12269,C1526,2024-01-11,in-store,Chicago,P034,Ceramic Floor Lamp,Lighting,product,1,149.99,149.99,0
ORD-12269,C1526,2024-01-11,in-store,Chicago,P066,Bathroom Shelf Unit,Storage,product,3,69.99,209.97,0
ORD-12270,C1190,2024-01-07,online,,S009,Gift Registry Planning,Services,service,1,99.00,99.00,0
ORD-12270,C1190,2024-01-07,online,,P003,Non-Stick Frying Pan,Kitchen & Dining,product,3,34.99,104.97,0
ORD-12270,C1190,2024-01-07,online,,S004,Home Staging — Living Room,Services,service,1,450.00,450.00,0
ORD-12271,C1112,2024-01-15,online,,P003,Non-Stick Frying Pan,Kitchen & Dining,product,1,34.99,34.99,0
ORD-12271,C1112,2024-01-15,online,,P035,Rattan Pendant Light,Lighting,product,1,119.99,119.99,0
ORD-12271,C1112,2024-01-15,online,,P023,Mid-Century Dining Table,Furniture,product,2,599.99,1199.98,0
ORD-12272,C0452,2024-01-03,in-store,Miami,S004,Home Staging — Living Room,Services,service,1,450.00,450.00,0
ORD-12273,C0950,2024-01-03,online,,P045,Dried Floral Arrangement,Decor,product,1,44.99,44.99,0
ORD-12273,C0950,2024-01-03,online,,P041,Abstract Canvas Print (24x36),Decor,product,2,89.99,179.98,0
ORD-12273,C0950,2024-01-03,online,,P003,Non-Stick Frying Pan,Kitchen & Dining,product,1,34.99,34.99,0
ORD-12274,C1260,2024-01-15,in-store,Miami,P050,Decorative Bookends (pair),Decor,product,3,34.99,104.97,0
ORD-12274,C1260,2024-01-15,in-store,Miami,P001,"Cast Iron Skillet 12""",Kitchen & Dining,product,1,49.99,49.99,0
ORD-12274,C1260,2024-01-15,in-store,Miami,P020,Waffle Weave Hand Towels (6),Bedding & Bath,product,2,34.99,69.98,0
ORD-12275,C1965,2024-01-11,online,,P019,Turkish Cotton Bath Towel Set (4),Bedding & Bath,product,1,79.99,79.99,0
ORD-12275,C1965,2024-01-11,online,,P039,Beeswax Taper Candles (12),Lighting,product,3,29.99,89.97,0
ORD-12275,C1965,2024-01-11,online,,P023,Mid-Century Dining Table,Furniture,product,1,599.99,599.99,0
ORD-12275,C1965,2024-01-11,online,,P001,"Cast Iron Skillet 12""",Kitchen & Dining,product,1,49.99,49.99,0
ORD-12276,C1637,2024-01-03,in-store,Los Angeles,P030,Bookcase 5-Tier,Furniture,product,2,189.99,322.98,15
ORD-12276,C1637,2024-01-03,in-store,Los Angeles,P031,Writing Desk,Furniture,product,1,279.99,237.99,15
ORD-12276,C1637,2024-01-03,in-store,Los Angeles,P027,Rattan Accent Chair,Furniture,product,1,249.99,212.49,15
ORD-12277,C1942,2024-01-02,in-store,Chicago,P046,Hand-Woven Area Rug 5x7,Decor,product,1,249.99,212.49,15
ORD-12278,C1224,2024-01-28,online,,P026,Upholstered Dining Chair (2),Furniture,product,1,299.99,299.99,0
ORD-12279,C1751,2024-01-04,in-store,Denver,P014,Linen Sheet Set (King),Bedding & Bath,product,1,179.99,179.99,0
ORD-12280,C1810,2024-01-10,in-store,Chicago,P013,Egyptian Cotton Sheet Set (Queen),Bedding & Bath,product,2,129.99,246.98,5
ORD-12281,C0414,2024-01-26,online,,P056,Self-Watering Herb Garden,Outdoor & Garden,product,1,39.99,39.99,0
ORD-12281,C0414,2024-01-26,online,,P045,Dried Floral Arrangement,Decor,product,1,44.99,44.99,0
ORD-12281,C0414,2024-01-26,online,,P044,Ceramic Vase Collection (3),Decor,product,3,59.99,179.97,0
ORD-12281,C0414,2024-01-26,online,,P032,Standing Desk Converter,Furniture,product,1,199.99,199.99,0
ORD-12281,C0414,2024-01-26,online,,P007,Handblown Tumbler Set (6),Kitchen & Dining,product,2,54.99,109.98,0
ORD-12282,C0259,2024-01-19,online,,P013,Egyptian Cotton Sheet Set (Queen),Bedding & Bath,product,1,129.99,116.99,10
ORD-12282,C0259,2024-01-19,online,,P008,Bamboo Cutting Board,Kitchen & Dining,product,1,29.99,26.99,10
ORD-12283,C0737,2024-01-21,in-store,Nashville,P021,Bamboo Bath Mat,Bedding & Bath,product,2,44.99,85.48,5
ORD-12283,C0737,2024-01-21,in-store,Nashville,P005,Stoneware Bowl Set (6),Kitchen & Dining,product,1,44.99,42.74,5
ORD-12283,C0737,2024-01-21,in-store,Nashville,P002,Stainless Steel Pot Set (5pc),Kitchen & Dining,product,2,189.99,360.98,5
ORD-12283,C0737,2024-01-21,in-store,Nashville,P047,Jute Runner 2x8,Decor,product,3,79.99,227.97,5
ORD-12283,C0737,2024-01-21,in-store,Nashville,P034,Ceramic Floor Lamp,Lighting,product,1,149.99,142.49,5
ORD-12284,C1166,2024-01-01,online,,P061,Modular Closet System,Storage,product,1,299.99,299.99,0
ORD-12284,C1166,2024-01-01,online,,P061,Modular Closet System,Storage,product,1,299.99,299.99,0
ORD-12284,C1166,2024-01-01,online,,P031,Writing Desk,Furniture,product,1,279.99,279.99,0
ORD-12284,C1166,2024-01-01,online,,S004,Home Staging — Living Room,Services,service,1,450.00,450.00,0
ORD-12284,C1166,2024-01-01,online,,P015,Microfiber Sheet Set (Full),Bedding & Bath,product,1,49.99,49.99,0
ORD-12285,C0300,2024-01-05,in-store,Denver,P011,Espresso Machine,Kitchen & Dining,product,1,299.99,299.99,0
ORD-12286,C1204,2024-01-14,online,,P010,Wooden Serving Tray,Kitchen & Dining,product,2,39.99,79.98,0
ORD-12287,C0459,2024-01-01,in-store,New York,P035,Rattan Pendant Light,Lighting,product,1,119.99,101.99,15
ORD-12288,C1632,2024-01-18,in-store,Los Angeles,S005,Home Staging — Full Home,Services,service,1,1200.00,1080.00,10
ORD-12289,C1556,2024-01-07,in-store,Chicago,S001,Interior Design Consultation (1hr),Services,service,1,175.00,175.00,0
ORD-12289,C1556,2024-01-07,in-store,Chicago,P057,Premium Garden Tool Set,Outdoor & Garden,product,1,69.99,69.99,0
ORD-12290,C1179,2024-01-22,in-store,Nashville,P014,Linen Sheet Set (King),Bedding & Bath,product,3,179.99,539.97,0
ORD-12290,C1179,2024-01-22,in-store,Nashville,P021,Bamboo Bath Mat,Bedding & Bath,product,2,44.99,89.98,0
ORD-12290,C1179,2024-01-22,in-store,Nashville,P021,Bamboo Bath Mat,Bedding & Bath,product,1,44.99,44.99,0
ORD-12290,C1179,2024-01-22,in-store,Nashville,S007,Delivery & Assembly — Standard,Services,service,1,79.00,79.00,0
ORD-12291,C0252,2024-01-23,in-store,Austin,P064,Stackable Pantry Bins (6),Storage,product,1,44.99,44.99,0
ORD-12291,C0252,2024-01-23,in-store,Austin,P028,Velvet Armchair,Furniture,product,1,449.99,449.99,0
ORD-12292,C1319,2024-01-19,in-store,Denver,P013,Egyptian Cotton Sheet Set (Queen),Bedding & Bath,product,2,129.99,259.98,0
ORD-12292,C1319,2024-01-19,in-store,Denver,P008,Bamboo Cutting Board,Kitchen & Dining,product,2,29.99,59.98,0
ORD-12292,C1319,2024-01-19,in-store,Denver,P064,Stackable Pantry Bins (6),Storage,product,2,44.99,89.98,0
ORD-12293,C1110,2024-01-07,online,,P041,Abstract Canvas Print (24x36),Decor,product,1,89.99,89.99,0
ORD-12293,C1110,2024-01-07,online,,P065,Entryway Coat Rack,Storage,product,1,89.99,89.99,0
ORD-12293,C1110,2024-01-07,online,,P015,Microfiber Sheet Set (Full),Bedding & Bath,product,1,49.99,49.99,0
ORD-12294,C1519,2024-01-18,in-store,Los Angeles,P010,Wooden Serving Tray,Kitchen & Dining,product,1,39.99,35.99,10
ORD-12294,C1519,2024-01-18,in-store,Los Angeles,P041,Abstract Canvas Print (24x36),Decor,product,1,89.99,80.99,10
ORD-12295,C0946,2024-01-09,in-store,Denver,P033,Brass Table Lamp,Lighting,product,1,89.99,89.99,0
ORD-12295,C0946,2024-01-09,in-store,Denver,P026,Upholstered Dining Chair (2),Furniture,product,1,299.99,299.99,0
ORD-12296,C0664,2024-01-22,in-store,Nashville,P029,Floating Wall Shelf Set (3),Furniture,product,3,79.99,239.97,0
ORD-12296,C0664,2024-01-22,in-store,Nashville,P047,Jute Runner 2x8,Decor,product,1,79.99,79.99,0
ORD-12296,C0664,2024-01-22,in-store,Nashville,P009,Chef Knife Set (3pc),Kitchen & Dining,product,1,129.99,129.99,0
ORD-12297,C0216,2024-01-13,online,,P066,Bathroom Shelf Unit,Storage,product,1,69.99,66.49,5
ORD-12297,C0216,2024-01-13,online,,P039,Beeswax Taper Candles (12),Lighting,product,2,29.99,56.98,5
ORD-12297,C0216,2024-01-13,online,,P024,Farmhouse Coffee Table,Furniture,product,1,349.99,332.49,5
ORD-12298,C1234,2024-01-17,in-store,New York,P009,Chef Knife Set (3pc),Kitchen & Dining,product,1,129.99,129.99,0
ORD-12298,C1234,2024-01-17,in-store,New York,P002,Stainless Steel Pot Set (5pc),Kitchen & Dining,product,1,189.99,189.99,0
ORD-12298,C1234,2024-01-17,in-store,New York,P016,Down Comforter (Queen),Bedding & Bath,product,1,199.99,199.99,0
ORD-12298,C1234,2024-01-17,in-store,New York,P029,Floating Wall Shelf Set (3),Furniture,product,2,79.99,159.98,0
ORD-12299,C1459,2024-01-02,in-store,Miami,P059,Woven Storage Basket Set (4),Storage,product,1,54.99,54.99,0
ORD-12299,C1459,2024-01-02,in-store,Miami,P052,Wicker Patio Lounge Chair,Outdoor & Garden,product,1,349.99,349.99,0
ORD-12300,C0252,2024-01-07,online,,P028,Velvet Armchair,Furniture,product,1,449.99,449.99,0
ORD-12300,C0252,2024-01-07,online,,P027,Rattan Accent Chair,Furniture,product,2,249.99,499.98,0
ORD-12300,C0252,2024-01-07,online,,P015,Microfiber Sheet Set (Full),Bedding & Bath,product,1,49.99,49.99,0
ORD-12301,C0835,2024-01-10,in-store,Denver,P021,Bamboo Bath Mat,Bedding & Bath,product,1,44.99,44.99,0
ORD-12302,C0424,2024-01-12,online,,P066,Bathroom Shelf Unit,Storage,product,1,69.99,69.99,0
ORD-12302,C0424,2024-01-12,online,,P013,Egyptian Cotton Sheet Set (Queen),Bedding & Bath,product,1,129.99,129.99,0
ORD-12302,C0424,2024-01-12,online,,P008,Bamboo Cutting Board,Kitchen & Dining,product,1,29.99,29.99,0
ORD-12302,C0424,2024-01-12,online,,S007,Delivery & Assembly — Standard,Services,service,1,79.00,79.00,0
ORD-12303,C1845,2024-01-19,in-store,Denver,P053,Outdoor Umbrella 9ft,Outdoor & Garden,product,2,129.99,259.98,0
ORD-12304,C0002,2024-01-07,in-store,Miami,P032,Standing Desk Converter,Furniture,product,2,199.99,399.98,0
ORD-12304,C0002,2024-01-07,in-store,Miami,P004,Ceramic Dinner Plate Set (4),Kitchen & Dining,product,1,59.99,59.99,0
ORD-12305,C0613,2024-01-16,online,,P037,Brass Wall Sconce (pair),Lighting,product,1,109.99,109.99,0
ORD-12305,C0613,2024-01-16,online,,P050,Decorative Bookends (pair),Decor,product,3,34.99,104.97,0
ORD-12306,C0570,2024-01-14,in-store,Nashville,P009,Chef Knife Set (3pc),Kitchen & Dining,product,1,129.99,129.99,0
ORD-12306,C0570,2024-01-14,in-store,Nashville,P043,Oversized Wall Mirror,Decor,product,1,179.99,179.99,0
ORD-12306,C0570,2024-01-14,in-store,Nashville,P020,Waffle Weave Hand Towels (6),Bedding & Bath,product,1,34.99,34.99,0
ORD-12306,C0570,2024-01-14,in-store,Nashville,P017,Weighted Blanket 15lb,Bedding & Bath,product,1,89.99,89.99,0
ORD-12306,C0570,2024-01-14,in-store,Nashville,P031,Writing Desk,Furniture,product,2,279.99,559.98,0
ORD-12307,C0917,2024-01-19,in-store,Denver,P005,Stoneware Bowl Set (6),Kitchen & Dining,product,1,44.99,44.99,0
ORD-12307,C0917,2024-01-19,in-store,Denver,P020,Waffle Weave Hand Towels (6),Bedding & Bath,product,1,34.99,34.99,0
ORD-12308,C0468,2024-01-18,in-store,New York,P009,Chef Knife Set (3pc),Kitchen & Dining,product,1,129.99,116.99,10
ORD-12308,C0468,2024-01-18,in-store,New York,P018,Memory Foam Pillow (2-pack),Bedding & Bath,product,2,69.99,125.98,10
ORD-12309,C0633,2024-01-24,in-store,New York,P033,Brass Table Lamp,Lighting,product,2,89.99,152.98,15
ORD-12309,C0633,2024-01-24,in-store,New York,P021,Bamboo Bath Mat,Bedding & Bath,product,1,44.99,38.24,15
ORD-12309,C0633,2024-01-24,in-store,New York,P033,Brass Table Lamp,Lighting,product,2,89.99,152.98,15
ORD-12309,C0633,2024-01-24,in-store,New York,S004,Home Staging — Living Room,Services,service,1,450.00,382.50,15
ORD-12310,C0158,2024-01-10,online,,P062,Velvet Hangers (50-pack),Storage,product,2,29.99,59.98,0
ORD-12310,C0158,2024-01-10,online,,P048,Throw Pillow Set (2),Decor,product,2,44.99,89.98,0
ORD-12311,C0444,2024-01-12,in-store,Portland,P001,"Cast Iron Skillet 12""",Kitchen & Dining,product,1,49.99,44.99,10
ORD-12312,C0835,2024-01-10,in-store,New York,P004,Ceramic Dinner Plate Set (4),Kitchen & Dining,product,1,59.99,59.99,0
ORD-12312,C0835,2024-01-10,in-store,New York,P063,Kitchen Drawer Organizer Set,Storage,product,2,34.99,69.98,0
ORD-12312,C0835,2024-01-10,in-store,New York,S006,Personal Shopping Session,Services,service,1,150.00,150.00,0
ORD-12313,C0160,2024-01-22,online,,P019,Turkish Cotton Bath Towel Set (4),Bedding & Bath,product,2,79.99,143.98,10
ORD-12313,C0160,2024-01-22,online,,P004,Ceramic Dinner Plate Set (4),Kitchen & Dining,product,1,59.99,53.99,10
ORD-12313,C0160,2024-01-22,online,,P024,Farmhouse Coffee Table,Furniture,product,1,349.99,314.99,10
ORD-12314,C1260,2024-01-23,online,,P062,Velvet Hangers (50-pack),Storage,product,2,29.99,59.98,0
ORD-12314,C1260,2024-01-23,online,,P018,Memory Foam Pillow (2-pack),Bedding & Bath,product,2,69.99,139.98,0
ORD-12314,C1260,2024-01-23,online,,P041,Abstract Canvas Print (24x36),Decor,product,1,89.99,89.99,0
ORD-12314,C1260,2024-01-23,online,,P041,Abstract Canvas Print (24x36),Decor,product,2,89.99,179.98,0
ORD-12315,C0981,2024-01-12,in-store,New York,P003,Non-Stick Frying Pan,Kitchen & Dining,product,1,34.99,34.99,0
ORD-12315,C0981,2024-01-12,in-store,New York,P059,Woven Storage Basket Set (4),Storage,product,1,54.99,54.99,0
ORD-12316,C1452,2024-01-24,in-store,Chicago,S001,Interior Design Consultation (1hr),Services,service,1,175.00,166.25,5
ORD-12316,C1452,2024-01-24,in-store,Chicago,P011,Espresso Machine,Kitchen & Dining,product,1,299.99,284.99,5
ORD-12316,C1452,2024-01-24,in-store,Chicago,P066,Bathroom Shelf Unit,Storage,product,2,69.99,132.98,5
ORD-12317,C0660,2024-01-19,online,,S006,Personal Shopping Session,Services,service,1,150.00,150.00,0
ORD-12317,C0660,2024-01-19,online,,P055,Hanging Planter Set (3),Outdoor & Garden,product,2,44.99,89.98,0
ORD-12318,C1620,2024-01-25,in-store,New York,P008,Bamboo Cutting Board,Kitchen & Dining,product,1,29.99,26.99,10
ORD-12319,C0664,2024-01-22,online,,P020,Waffle Weave Hand Towels (6),Bedding & Bath,product,2,34.99,69.98,0
ORD-12319,C0664,2024-01-22,online,,P008,Bamboo Cutting Board,Kitchen & Dining,product,1,29.99,29.99,0
ORD-12320,C1877,2024-01-02,online,,P012,Stand Mixer,Kitchen & Dining,product,1,349.99,349.99,0
ORD-12320,C1877,2024-01-02,online,,P037,Brass Wall Sconce (pair),Lighting,product,2,109.99,219.98,0
ORD-12320,C1877,2024-01-02,online,,S004,Home Staging — Living Room,Services,service,1,450.00,450.00,0
ORD-12321,C0431,2024-01-25,in-store,Miami,P002,Stainless Steel Pot Set (5pc),Kitchen & Dining,product,2,189.99,379.98,0
ORD-12322,C1749,2024-01-19,in-store,Chicago,P018,Memory Foam Pillow (2-pack),Bedding & Bath,product,1,69.99,69.99,0
ORD-12323,C0001,2024-01-15,online,,P017,Weighted Blanket 15lb,Bedding & Bath,product,1,89.99,85.49,5
ORD-12323,C0001,2024-01-15,online,,P004,Ceramic Dinner Plate Set (4),Kitchen & Dining,product,2,59.99,113.98,5
ORD-12324,C0187,2024-01-14,online,,P049,Chunky Knit Throw Blanket,Decor,product,1,69.99,69.99,0
ORD-12324,C0187,2024-01-14,online,,P011,Espresso Machine,Kitchen & Dining,product,1,299.99,299.99,0
ORD-12324,C0187,2024-01-14,online,,P062,Velvet Hangers (50-pack),Storage,product,1,29.99,29.99,0
ORD-12324,C0187,2024-01-14,online,,P005,Stoneware Bowl Set (6),Kitchen & Dining,product,2,44.99,89.98,0
ORD-12325,C1055,2024-01-22,in-store,Nashville,P041,Abstract Canvas Print (24x36),Decor,product,1,89.99,89.99,0
ORD-12325,C1055,2024-01-22,in-store,Nashville,P022,Ceramic Soap Dispenser Set,Bedding & Bath,product,1,24.99,24.99,0
ORD-12326,C0761,2024-01-05,online,,P048,Throw Pillow Set (2),Decor,product,1,44.99,40.49,10
ORD-12326,C0761,2024-01-05,online,,S002,Interior Design Consultation (2hr),Services,service,1,299.00,269.10,10
ORD-12326,C0761,2024-01-05,online,,P043,Oversized Wall Mirror,Decor,product,1,179.99,161.99,10
ORD-12326,C0761,2024-01-05,online,,P047,Jute Runner 2x8,Decor,product,1,79.99,71.99,10
ORD-12327,C0143,2024-01-28,in-store,Nashville,P046,Hand-Woven Area Rug 5x7,Decor,product,1,249.99,249.99,0
ORD-12327,C0143,2024-01-28,in-store,Nashville,S008,Delivery & Assembly — Premium,Services,service,1,149.00,149.00,0
ORD-12327,C0143,2024-01-28,in-store,Nashville,P033,Brass Table Lamp,Lighting,product,1,89.99,89.99,0
ORD-12327,C0143,2024-01-28,in-store,Nashville,P026,Upholstered Dining Chair (2),Furniture,product,1,299.99,299.99,0
ORD-12327,C0143,2024-01-28,in-store,Nashville,P062,Velvet Hangers (50-pack),Storage,product,2,29.99,59.98,0
ORD-12328,C0706,2024-01-22,in-store,Austin,P047,Jute Runner 2x8,Decor,product,2,79.99,159.98,0
ORD-12329,C0289,2024-01-09,online,,P011,Espresso Machine,Kitchen & Dining,product,1,299.99,299.99,0
ORD-12329,C0289,2024-01-09,online,,P064,Stackable Pantry Bins (6),Storage,product,3,44.99,134.97,0
ORD-12329,C0289,2024-01-09,online,,P030,Bookcase 5-Tier,Furniture,product,1,189.99,189.99,0
ORD-12330,C0422,2024-01-21,in-store,Los Angeles,P047,Jute Runner 2x8,Decor,product,1,79.99,67.99,15
ORD-12330,C0422,2024-01-21,in-store,Los Angeles,P036,Industrial Chandelier,Lighting,product,3,249.99,637.47,15
ORD-12330,C0422,2024-01-21,in-store,Los Angeles,P005,Stoneware Bowl Set (6),Kitchen & Dining,product,2,44.99,76.48,15
ORD-12331,C0489,2024-01-06,online,,P042,Gallery Frame Set (5),Decor,product,1,49.99,49.99,0
ORD-12331,C0489,2024-01-06,online,,P038,Soy Candle Collection (3),Lighting,product,3,39.99,119.97,0
ORD-12331,C0489,2024-01-06,online,,P017,Weighted Blanket 15lb,Bedding & Bath,product,1,89.99,89.99,0
ORD-12332,C1789,2024-01-05,in-store,Nashville,P051,Teak Outdoor Dining Set (5pc),Outdoor & Garden,product,1,899.99,809.99,10
ORD-12333,C0133,2024-01-18,online,,P010,Wooden Serving Tray,Kitchen & Dining,product,2,39.99,79.98,0
ORD-12333,C0133,2024-01-18,online,,P062,Velvet Hangers (50-pack),Storage,product,1,29.99,29.99,0
ORD-12334,C1732,2024-01-02,in-store,New York,P061,Modular Closet System,Storage,product,1,299.99,299.99,0
ORD-12334,C1732,2024-01-02,in-store,New York,P062,Velvet Hangers (50-pack),Storage,product,1,29.99,29.99,0
